482641,393912,88729,2048,86681,81.6159,18.3841,6.21
387850,345575,42275,512,41763,89.1002,10.8998,6.55
366344,338528,27816,128,27688,92.4071,7.5929,10.61
482641,404095,78546,2048,76498,83.7258,16.2742,6.10
387850,351330,36520,512,36008,90.584,9.416,6.22
366344,343245,23099,128,22971,93.6947,6.3053,9.46
482641,410184,72457,2048,70409,84.9874,15.0126,6.03
387850,355171,32679,512,32167,91.5743,8.4257,6.00
366344,346158,20186,128,20058,94.4899,5.5101,8.76
482641,411035,71606,2048,69558,85.1637,14.8363,6.02
387850,356298,31552,512,31040,91.8649,8.1351,5.94
366344,347563,18781,128,18653,94.8734,5.1266,8.42
482641,411523,71118,2048,69070,85.2648,14.7352,6.01
387850,356914,30936,512,30424,92.0237,7.9763,5.90
366344,347883,18461,128,18333,94.9607,5.0393,8.34
482641,437502,45139,14614,30525,90.6475,9.3525,5.71
387850,369681,18169,3933,14236,95.3155,4.6845,5.17
366344,356851,9493,1016,8477,97.4087,2.5913,6.17
482641,440921,41720,15733,25987,91.3559,8.6441,5.67
387850,371653,16197,4059,12138,95.8239,4.1761,5.05
366344,358669,7675,1023,6652,97.905,2.095,5.73
482641,442197,40444,16307,24137,91.6203,8.3797,5.66
387850,372258,15592,4096,11496,95.9799,4.0201,5.02
366344,359038,7306,1024,6282,98.0057,1.9943,5.64
482641,442811,39830,16383,23447,91.7475,8.2525,5.65
387850,372600,15250,4096,11154,96.0681,3.9319,5.00
366344,359308,7036,1024,6012,98.0794,1.9206,5.58
482641,443358,39283,16384,22899,91.8608,8.1392,5.64
387850,372806,15044,4096,10948,96.1212,3.8788,4.99
366344,359437,6907,1024,5883,98.1146,1.8854,5.55
482641,444151,38490,27470,11020,92.0251,7.9749,5.63
387850,373543,14307,8683,5624,96.3112,3.6888,4.94
366344,359973,6371,2773,3598,98.2609,1.7391,5.42
482641,445691,36950,31258,5692,92.3442,7.6558,5.62
387850,374565,13285,10006,3279,96.5747,3.4253,4.88
366344,360879,5465,3185,2280,98.5082,1.4918,5.20
482641,446201,36440,34396,2044,92.4499,7.5501,5.61
387850,374871,12979,11182,1797,96.6536,3.3464,4.87
366344,361075,5269,3534,1735,98.5617,1.4383,5.15
482641,446376,36265,35806,459,92.4861,7.5139,5.61
387850,375063,12787,11963,824,96.7031,3.2969,4.86
366344,361314,5030,3780,1250,98.627,1.373,5.09
482641,446401,36240,36119,121,92.4913,7.5087,5.61
387850,375119,12731,12351,380,96.7175,3.2825,4.85
366344,361352,4992,3922,1070,98.6373,1.3627,5.08
482641,445728,36913,33838,3075,92.3519,7.6481,5.62
387850,374621,13229,11492,1737,96.5891,3.4109,4.88
366344,360969,5375,4132,1243,98.5328,1.4672,5.18
482641,446360,36281,35831,450,92.4828,7.5172,5.61
387850,375033,12817,12409,408,96.6954,3.3046,4.86
366344,361366,4978,4605,373,98.6412,1.3588,5.08
482641,446411,36230,36203,27,92.4934,7.5066,5.61
387850,375146,12704,12652,52,96.7245,3.2755,4.85
366344,361462,4882,4779,103,98.6674,1.3326,5.06
482641,446416,36225,36212,13,92.4944,7.5056,5.61
387850,375153,12697,12677,20,96.7263,3.2737,4.85
366344,361491,4853,4824,29,98.6753,1.3247,5.05
482641,446417,36224,36213,11,92.4946,7.5054,5.61
387850,375157,12693,12678,15,96.7273,3.2727,4.85
366344,361495,4849,4827,22,98.6764,1.3236,5.05
580244,524830,55414,2048,53366,90.4499,9.5501,5.89
446309,417076,29233,512,28721,93.4501,6.5499,5.51
417698,398972,18726,128,18598,95.5169,4.4831,7.67
580244,532571,47673,2048,45625,91.784,8.216,5.81
446309,422360,23949,512,23437,94.634,5.366,5.24
417698,404014,13684,128,13556,96.7239,3.2761,6.63
580244,534495,45749,2048,43701,92.1156,7.8844,5.80
446309,423581,22728,512,22216,94.9076,5.0924,5.18
417698,405430,12268,128,12140,97.0629,2.9371,6.33
580244,535360,44884,2048,42836,92.2646,7.7354,5.79
446309,424357,21952,512,21440,95.0814,4.9186,5.15
417698,406194,11504,128,11376,97.2459,2.7541,6.18
580244,535537,44707,2048,42659,92.2951,7.7049,5.79
446309,424824,21485,512,20973,95.1861,4.8139,5.12
417698,406615,11083,128,10955,97.3466,2.6534,6.09
580244,550670,29574,13159,16415,94.9032,5.0968,5.64
446309,432273,14036,4028,10008,96.8551,3.1449,4.76
417698,410568,7130,1021,6109,98.293,1.707,5.27
580244,553739,26505,14358,12147,95.4321,4.5679,5.61
446309,434299,12010,4092,7918,97.309,2.691,4.66
417698,412630,5068,1024,4044,98.7867,1.2133,4.84
580244,553859,26385,15074,11311,95.4528,4.5472,5.60
446309,434608,11701,4096,7605,97.3783,2.6217,4.64
417698,412948,4750,1024,3726,98.8628,1.1372,4.77
580244,554085,26159,15601,10558,95.4917,4.5083,5.60
446309,434734,11575,4096,7479,97.4065,2.5935,4.63
417698,413065,4633,1024,3609,98.8908,1.1092,4.75
580244,554480,25764,16332,9432,95.5598,4.4402,5.60
446309,434861,11448,4096,7352,97.435,2.565,4.63
417698,413094,4604,1024,3580,98.8978,1.1022,4.74
580244,554509,25735,21741,3994,95.5648,4.4352,5.60
446309,435126,11183,8312,2871,97.4943,2.5057,4.61
417698,413301,4397,2577,1820,98.9473,1.0527,4.70
580244,555280,24964,23631,1333,95.6977,4.3023,5.59
446309,435690,10619,9189,1430,97.6207,2.3793,4.59
417698,413744,3954,2879,1075,99.0534,0.9466,4.61
580244,555457,24787,24542,245,95.7282,4.2718,5.59
446309,435854,10455,9937,518,97.6575,2.3425,4.58
417698,413842,3856,3175,681,99.0768,0.9232,4.59
580244,555494,24750,24710,40,95.7346,4.2654,5.59
446309,435955,10354,10210,144,97.6801,2.3199,4.57
417698,413948,3750,3366,384,99.1022,0.8978,4.57
580244,555502,24742,24736,6,95.7359,4.2641,5.59
446309,435960,10349,10292,57,97.6812,2.3188,4.57
417698,414010,3688,3488,200,99.1171,0.8829,4.55
580244,554971,25273,23663,1610,95.6444,4.3556,5.59
446309,435556,10753,9448,1305,97.5907,2.4093,4.59
417698,413686,4012,3234,778,99.0395,0.9605,4.62
580244,555439,24805,24661,144,95.7251,4.2749,5.59
446309,435858,10451,10226,225,97.6583,2.3417,4.58
417698,413922,3776,3569,207,99.096,0.904,4.57
580244,555493,24751,24729,22,95.7344,4.2656,5.59
446309,435963,10346,10311,35,97.6819,2.3181,4.57
417698,414004,3694,3633,61,99.1156,0.8844,4.56
580244,555501,24743,24738,5,95.7358,4.2642,5.59
446309,435972,10337,10328,9,97.6839,2.3161,4.57
417698,414035,3663,3651,12,99.1231,0.8769,4.55
580244,555502,24742,24742,0,95.7359,4.2641,5.59
446309,435975,10334,10329,5,97.6846,2.3154,4.57
417698,414035,3663,3652,11,99.1231,0.8769,4.55
475872,417680,58192,2048,56144,87.7715,12.2285,5.75
377255,348596,28659,512,28147,92.4033,7.5967,5.65
354809,335436,19373,128,19245,94.5399,5.4601,8.44
475872,423338,52534,2048,50486,88.9605,11.0395,5.68
377255,352003,25252,512,24740,93.3064,6.6936,5.45
354809,338717,16092,128,15964,95.4646,4.5354,7.65
475872,425530,50342,2048,48294,89.4211,10.5789,5.66
377255,353250,24005,512,23493,93.6369,6.3631,5.38
354809,340089,14720,128,14592,95.8513,4.1487,7.32
475872,425958,49914,2048,47866,89.511,10.489,5.65
377255,353745,23510,512,22998,93.7681,6.2319,5.35
354809,340489,14320,128,14192,95.964,4.036,7.22
475872,426557,49315,2048,47267,89.6369,10.3631,5.64
377255,353831,23424,512,22912,93.7909,6.2091,5.35
354809,341053,13756,128,13628,96.123,3.877,7.08
475872,445860,30012,12537,17475,93.6933,6.3067,5.42
377255,364561,12694,3582,9112,96.6352,3.3648,4.73
354809,347940,6869,986,5883,98.064,1.936,5.42
475872,449563,26309,14328,11981,94.4714,5.5286,5.38
377255,366612,10643,3933,6710,97.1788,2.8212,4.61
354809,349594,5215,1018,4197,98.5302,1.4698,5.02
475872,450281,25591,15495,10096,94.6223,5.3777,5.37
377255,367013,10242,4066,6176,97.2851,2.7149,4.59
354809,349878,4931,1024,3907,98.6102,1.3898,4.95
475872,450482,25390,16075,9315,94.6645,5.3355,5.37
377255,367201,10054,4095,5959,97.335,2.665,4.58
354809,350139,4670,1024,3646,98.6838,1.3162,4.88
475872,450795,25077,16312,8765,94.7303,5.2697,5.36
377255,367366,9889,4096,5793,97.3787,2.6213,4.57
354809,350160,4649,1024,3625,98.6897,1.3103,4.88
475872,449622,26250,19744,6506,94.4838,5.5162,5.38
377255,366991,10264,6593,3671,97.2793,2.7207,4.59
354809,349998,4811,2251,2560,98.6441,1.3559,4.92
475872,451645,24227,22383,1844,94.9089,5.0911,5.36
377255,368176,9079,7687,1392,97.5934,2.4066,4.52
354809,350952,3857,2662,1195,98.9129,1.0871,4.69
475872,451906,23966,23609,357,94.9638,5.0362,5.35
377255,368354,8901,8334,567,97.6406,2.3594,4.51
354809,351095,3714,2946,768,98.9532,1.0468,4.65
475872,451956,23916,23876,40,94.9743,5.0257,5.35
377255,368456,8799,8664,135,97.6676,2.3324,4.51
354809,351228,3581,3193,388,98.9907,1.0093,4.62
475872,451958,23914,23911,3,94.9747,5.0253,5.35
377255,368488,8767,8742,25,97.6761,2.3239,4.50
354809,351260,3549,3343,206,98.9997,1.0003,4.61
475872,451405,24467,22822,1645,94.8585,5.1415,5.36
377255,368071,9184,8122,1062,97.5656,2.4344,4.53
354809,350923,3886,3062,824,98.9048,1.0952,4.69
475872,451909,23963,23804,159,94.9644,5.0356,5.35
377255,368395,8860,8661,199,97.6515,2.3485,4.51
354809,351212,3597,3357,240,98.9862,1.0138,4.62
475872,451956,23916,23906,10,94.9743,5.0257,5.35
377255,368480,8775,8744,31,97.674,2.326,4.50
354809,351283,3526,3454,72,99.0062,0.9938,4.61
475872,451957,23915,23911,4,94.9745,5.0255,5.35
377255,368495,8760,8755,5,97.678,2.322,4.50
354809,351320,3489,3479,10,99.0167,0.9833,4.60
475872,451958,23914,23914,0,94.9747,5.0253,5.35
377255,368493,8762,8755,7,97.6774,2.3226,4.50
354809,351322,3487,3479,8,99.0172,0.9828,4.60
